Save Bit,FC State,Time,Pre-converted Accel X,Pre-converted Accel Y,Pre-converted Accel Z,Pre-converted Gyro X,Pre-converted Gyro Y,Pre-converted Gyro Z,Pre-converted Magnetometer X,Pre-converted Magnetometer Y,Pre-converted Magnetometer Z,Barometric Pressure,Barometric Temperature,Unit Quaternion W,Unit Quaternion X,Unit Quaternion Y,Unit Quaternion Z,Roll Body Rate,Velocity,Velo X,Velo Y,Velo Z,Barometric Altitude,GPS Altitude (ft),GPS Speed (KmH),GPS UTC Time,GPS Longitude (deg),GPS Latitude (deg),GPS North/South,GPS East/West,GPS GLL Status,GPS RMC Status,Canard Feedback
1.0,4.0,47.55,0.0542,-0.1016,9.6858,0.0356,0.0048,-0.0068,-0.0349,0.0077,-0.031,97338.5226,27.8078,0.3827,0.0,0.0,0.9239,0.0097,27.1934,18.9663,-18.9663,4.4764,1106.4887,1106.4887,97.8961,120047.550,-113.1292,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.6,0.0573,-0.1291,9.7549,0.0325,-0.017,0.0124,0.0007,-0.0101,-0.0114,97335.9245,27.8064,0.3827,0.0,0.0,0.9239,-0.008,27.1907,18.9663,-18.9663,4.4601,1107.2217,1107.2217,97.8865,120047.600,-113.1291,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.65,-0.1395,0.0269,9.4011,0.0072,-0.0038,-0.0144,-0.004,-0.0071,0.0202,97333.3361,27.8049,0.3827,0.0,0.0,0.9239,-0.0055,27.188,18.9663,-18.9663,4.4437,1107.952,1107.952,97.8768,120047.650,-113.1291,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.7,-0.0855,0.0721,9.7134,0.0092,0.0064,-0.0038,-0.0115,-0.0114,-0.0143,97330.7572,27.8035,0.3827,0.0,0.0,0.9239,-0.0099,27.1853,18.9663,-18.9663,4.4273,1108.6796,1108.6796,97.8672,120047.700,-113.1291,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.75,0.1645,0.0399,9.728,0.0158,-0.0682,-0.0471,0.0317,0.0592,0.0163,97328.1879,27.802,0.3827,0.0,0.0,0.9239,-0.0066,27.1827,18.9663,-18.9663,4.4109,1109.4045,1109.4045,97.8576,120047.750,-113.1291,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.8,-0.0581,-0.0971,9.6537,-0.0251,0.0482,0.0345,-0.0231,-0.0133,-0.0466,97325.6282,27.8006,0.3827,0.0,0.0,0.9239,-0.014,27.18,18.9663,-18.9663,4.3945,1110.1268,1110.1268,97.848,120047.800,-113.1291,33.814,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.85,0.2692,0.0813,9.8315,0.0129,0.0113,-0.0044,0.0141,-0.0414,-0.0112,97323.0781,27.7992,0.3827,0.0,0.0,0.9239,-0.0014,27.1773,18.9663,-18.9663,4.378,1110.8463,1110.8463,97.8384,120047.850,-113.1291,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.9,-0.0002,-0.0893,9.7983,-0.0147,-0.0119,0.0091,0.0437,-0.032,-0.0034,97320.5377,27.7978,0.3827,0.0,0.0,0.9239,0.0063,27.1747,18.9663,-18.9663,4.3615,1111.5631,1111.5631,97.8289,120047.900,-113.1291,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,47.95,0.049,-0.0626,9.4678,0.0064,0.0385,0.0292,0.0215,0.0152,0.0349,97318.0069,27.7964,0.3827,0.0,0.0,0.9239,-0.0079,27.1721,18.9663,-18.9663,4.345,1112.2772,1112.2772,97.8194,120047.950,-113.1291,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.0,0.194,-0.1133,9.839,-0.0045,-0.0069,0.006,-0.0006,0.0267,-0.0234,97315.4857,27.7949,0.3827,0.0,0.0,0.9239,-0.0009,27.1694,18.9663,-18.9663,4.3285,1112.9886,1112.9886,97.8099,120048.000,-113.1291,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.05,0.0157,0.1561,9.6674,0.01,0.0027,0.0289,-0.0227,-0.0136,0.0134,97312.9742,27.7935,0.3827,0.0,0.0,0.9239,-0.0022,27.1668,18.9663,-18.9663,4.312,1113.6974,1113.6974,97.8005,120048.050,-113.1291,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.1,-0.1203,0.076,9.8795,0.0024,-0.0097,-0.0248,-0.0272,0.0256,0.0211,97310.4723,27.7921,0.3827,0.0,0.0,0.9239,0.0106,27.1642,18.9663,-18.9663,4.2955,1114.4033,1114.4033,97.791,120048.100,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.15,-0.0132,0.0726,9.6144,-0.0615,0.033,0.0479,-0.0082,0.0148,-0.0144,97307.9802,27.7908,0.3827,0.0,0.0,0.9239,-0.0061,27.1616,18.9663,-18.9663,4.2789,1115.1066,1115.1066,97.7816,120048.150,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.2,-0.0043,0.1497,9.8112,0.0036,-0.0021,0.0217,-0.0137,-0.0038,-0.0075,97305.4977,27.7894,0.3827,0.0,0.0,0.9239,-0.0058,27.1589,18.9663,-18.9663,4.2623,1115.8072,1115.8072,97.7722,120048.200,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.25,-0.1638,0.3375,9.7642,0.0128,0.003,0.0042,-0.0144,-0.0052,0.0028,97303.0249,27.788,0.3827,0.0,0.0,0.9239,-0.0085,27.1563,18.9663,-18.9663,4.2457,1116.505,1116.505,97.7629,120048.250,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.3,-0.0307,-0.2051,9.8521,0.0089,0.0241,0.0285,-0.0065,0.0036,-0.0296,97300.5618,27.7866,0.3827,0.0,0.0,0.9239,-0.0114,27.1538,18.9663,-18.9663,4.2291,1117.2001,1117.2001,97.7535,120048.300,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.35,-0.0891,-0.0886,9.8254,-0.0021,0.0117,-0.0234,-0.002,0.0175,-0.0091,97298.1084,27.7852,0.3827,0.0,0.0,0.9239,0.0053,27.1512,18.9663,-18.9663,4.2125,1117.8925,1117.8925,97.7442,120048.350,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.4,0.1109,-0.0739,9.7684,0.0328,-0.0011,-0.0058,0.0097,0.0079,0.0255,97295.6648,27.7839,0.3827,0.0,0.0,0.9239,-0.0014,27.1486,18.9663,-18.9663,4.1958,1118.5822,1118.5822,97.7349,120048.400,-113.129,33.8139,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.45,0.0042,-0.1021,9.5762,0.0062,0.0222,0.0289,-0.0248,-0.0135,0.0105,97293.2309,27.7825,0.3827,0.0,0.0,0.9239,0.0005,27.146,18.9663,-18.9663,4.1791,1119.2691,1119.2691,97.7257,120048.450,-113.129,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.5,-0.0339,-0.1293,9.5851,0.0088,0.0508,-0.0373,-0.0136,-0.0035,-0.0031,97290.8067,27.7811,0.3827,0.0,0.0,0.9239,0.0127,27.1435,18.9663,-18.9663,4.1624,1119.9533,1119.9533,97.7164,120048.500,-113.129,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.55,-0.0127,-0.036,9.7191,0.0209,0.0063,0.0112,-0.0032,0.0396,0.0023,97288.3923,27.7798,0.3827,0.0,0.0,0.9239,0.0133,27.1409,18.9663,-18.9663,4.1457,1120.6347,1120.6347,97.7072,120048.550,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.6,0.0268,-0.146,9.8054,0.0073,0.0023,0.0106,-0.0039,0.005,0.0116,97285.9877,27.7785,0.3827,0.0,0.0,0.9239,-0.0165,27.1383,18.9663,-18.9663,4.129,1121.3134,1121.3134,97.698,120048.600,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.65,0.074,0.0402,9.7154,-0.018,0.0034,0.0394,0.0367,0.0174,0.0154,97283.5928,27.7771,0.3827,0.0,0.0,0.9239,0.0065,27.1358,18.9663,-18.9663,4.1123,1121.9894,1121.9894,97.6889,120048.650,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.7,-0.12,0.0062,9.9004,-0.0488,0.0262,-0.0317,0.0046,0.0108,-0.0111,97281.2077,27.7758,0.3827,0.0,0.0,0.9239,0.0023,27.1333,18.9663,-18.9663,4.0955,1122.6626,1122.6626,97.6798,120048.700,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.75,-0.125,0.0577,9.7648,-0.0095,-0.012,0.0322,-0.0323,0.0055,0.0307,97278.8324,27.7745,0.3827,0.0,0.0,0.9239,-0.0046,27.1307,18.9663,-18.9663,4.0787,1123.3331,1123.3331,97.6707,120048.750,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.8,0.1326,0.0609,9.6619,0.0152,-0.0056,-0.0112,0.0084,0.0022,0.0263,97276.467,27.7731,0.3827,0.0,0.0,0.9239,0.0033,27.1282,18.9663,-18.9663,4.0619,1124.0008,1124.0008,97.6616,120048.800,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.85,-0.0495,0.0724,9.7649,-0.0071,-0.0307,-0.0089,0.0109,0.0179,0.0135,97274.1113,27.7718,0.3827,0.0,0.0,0.9239,-0.0173,27.1257,18.9663,-18.9663,4.0451,1124.6657,1124.6657,97.6525,120048.850,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.9,-0.17,-0.0448,9.8405,0.016,-0.0237,-0.0244,-0.0025,0.0144,-0.0169,97271.7654,27.7705,0.3827,0.0,0.0,0.9239,0.0146,27.1232,18.9663,-18.9663,4.0283,1125.3279,1125.3279,97.6435,120048.900,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,48.95,0.0533,0.2545,9.8554,0.003,-0.0104,-0.0218,-0.0243,0.0053,-0.0204,97269.4294,27.7692,0.3827,0.0,0.0,0.9239,0.0051,27.1207,18.9663,-18.9663,4.0114,1125.9873,1125.9873,97.6345,120048.950,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.0,0.0556,0.0281,10.0884,0.0258,-0.0011,0.0081,0.0352,-0.0139,-0.0065,97267.1033,27.7679,0.3827,0.0,0.0,0.9239,-0.0087,27.1182,18.9663,-18.9663,3.9945,1126.644,1126.644,97.6256,120049.000,-113.1289,33.8138,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.05,-0.1837,-0.2235,9.7063,-0.0059,0.0354,-0.0222,-0.0214,0.0077,0.0012,97264.787,27.7666,0.3827,0.0,0.0,0.9239,-0.0059,27.1157,18.9663,-18.9663,3.9776,1127.2978,1127.2978,97.6166,120049.050,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.1,0.0275,-0.1203,9.7956,0.0094,0.0107,0.0148,0.0132,-0.0013,-0.0354,97262.4805,27.7653,0.3827,0.0,0.0,0.9239,-0.017,27.1133,18.9663,-18.9663,3.9607,1127.949,1127.949,97.6077,120049.100,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.15,0.0883,-0.2089,9.8706,0.0101,-0.0182,-0.0133,0.004,-0.0062,0.0099,97260.1839,27.764,0.3827,0.0,0.0,0.9239,-0.0031,27.1108,18.9663,-18.9663,3.9438,1128.5973,1128.5973,97.5988,120049.150,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.2,0.0449,0.0021,9.8031,0.03,-0.0146,-0.0243,0.012,0.0536,0.0257,97257.8972,27.7627,0.3827,0.0,0.0,0.9239,-0.0048,27.1083,18.9663,-18.9663,3.9269,1129.2429,1129.2429,97.59,120049.200,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.25,0.0758,-0.0146,9.7316,-0.0341,0.0275,-0.0106,0.0341,-0.0308,0.0115,97255.6204,27.7615,0.3827,0.0,0.0,0.9239,-0.0133,27.1059,18.9663,-18.9663,3.9099,1129.8857,1129.8857,97.5812,120049.250,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.3,-0.1685,-0.0562,9.5743,-0.0092,0.0225,0.0067,0.0112,0.0192,-0.0135,97253.3535,27.7602,0.3827,0.0,0.0,0.9239,0.0078,27.1034,18.9663,-18.9663,3.893,1130.5257,1130.5257,97.5724,120049.300,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.35,0.0397,0.2413,9.73,0.017,0.0006,-0.0055,-0.0112,-0.0173,-0.0159,97251.0965,27.7589,0.3827,0.0,0.0,0.9239,0.0128,27.101,18.9663,-18.9663,3.876,1131.1629,1131.1629,97.5636,120049.350,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.4,-0.0363,0.0659,9.6456,0.0309,-0.0089,0.0007,0.0221,0.0026,0.006,97248.8494,27.7577,0.3827,0.0,0.0,0.9239,-0.0003,27.0986,18.9663,-18.9663,3.859,1131.7973,1131.7973,97.5549,120049.400,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.45,-0.0579,0.0871,9.5477,0.0048,0.0225,0.0139,-0.0126,0.0514,-0.0031,97246.6123,27.7564,0.3827,0.0,0.0,0.9239,-0.0031,27.0962,18.9663,-18.9663,3.8419,1132.4289,1132.4289,97.5462,120049.450,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.5,0.1045,-0.1117,9.6873,-0.0059,-0.0199,0.0216,0.0033,-0.0192,0.0089,97244.3851,27.7552,0.3827,0.0,0.0,0.9239,0.0043,27.0937,18.9663,-18.9663,3.8249,1133.0578,1133.0578,97.5375,120049.500,-113.1288,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.55,0.1775,-0.1199,9.6496,0.0151,0.0078,-0.0062,-0.0259,-0.0145,0.012,97242.1678,27.7539,0.3827,0.0,0.0,0.9239,-0.0002,27.0913,18.9663,-18.9663,3.8078,1133.6838,1133.6838,97.5288,120049.550,-113.1287,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.6,0.2153,0.0044,9.8942,0.0174,0.0455,-0.0209,-0.0207,-0.0004,0.0218,97239.9605,27.7527,0.3827,0.0,0.0,0.9239,-0.0108,27.0889,18.9663,-18.9663,3.7908,1134.3071,1134.3071,97.5202,120049.600,-113.1287,33.8137,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.65,0.1578,0.0208,9.8968,-0.0072,0.0041,0.0015,0.001,-0.0169,-0.0226,97237.7631,27.7515,0.3827,0.0,0.0,0.9239,-0.0065,27.0866,18.9663,-18.9663,3.7737,1134.9275,1134.9275,97.5116,120049.650,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.7,-0.0132,-0.2228,9.6711,0.0066,-0.0155,0.0094,0.0074,0.0177,0.0044,97235.5757,27.7503,0.3827,0.0,0.0,0.9239,-0.003,27.0842,18.9663,-18.9663,3.7566,1135.5452,1135.5452,97.5031,120049.700,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.75,0.0423,-0.0216,9.7676,0.0236,0.0082,-0.0292,-0.034,-0.0107,-0.0073,97233.3983,27.749,0.3827,0.0,0.0,0.9239,0.0025,27.0818,18.9663,-18.9663,3.7395,1136.16,1136.16,97.4945,120049.750,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.8,0.092,0.0017,9.5279,0.0378,-0.0094,-0.0178,0.0099,0.0131,-0.002,97231.2309,27.7478,0.3827,0.0,0.0,0.9239,0.0001,27.0795,18.9663,-18.9663,3.7223,1136.772,1136.772,97.486,120049.800,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.85,0.0145,-0.0258,9.7325,0.0149,-0.0279,-0.0144,-0.0164,-0.0266,0.0173,97229.0735,27.7466,0.3827,0.0,0.0,0.9239,0.0021,27.0771,18.9663,-18.9663,3.7052,1137.3812,1137.3812,97.4776,120049.850,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.9,0.0157,-0.0976,9.8665,0.0009,0.014,-0.0042,0.0256,-0.0361,0.0195,97226.9261,27.7454,0.3827,0.0,0.0,0.9239,-0.0152,27.0748,18.9663,-18.9663,3.688,1137.9876,1137.9876,97.4691,120049.900,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,49.95,0.0989,-0.0647,9.9304,-0.0011,0.0224,-0.0152,-0.007,-0.0046,0.028,97224.7887,27.7442,0.3827,0.0,0.0,0.9239,0.0067,27.0724,18.9663,-18.9663,3.6708,1138.5912,1138.5912,97.4607,120049.950,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.0,-0.0071,-0.0212,9.6997,0.0111,-0.0062,0.0141,-0.0225,-0.0314,0.0085,97222.6614,27.743,0.3827,0.0,0.0,0.9239,0.0,27.0701,18.9663,-18.9663,3.6536,1139.192,1139.192,97.4523,120050.000,-113.1287,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.05,-0.0875,0.0109,9.9644,-0.0023,-0.0075,-0.0321,0.0015,0.0304,-0.0022,97220.544,27.7418,0.3827,0.0,0.0,0.9239,0.0255,27.0678,18.9663,-18.9663,3.6364,1139.7899,1139.7899,97.444,120050.050,-113.1286,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.1,-0.0497,0.0726,9.5793,0.0038,-0.0192,-0.0316,-0.0183,-0.0306,-0.0051,97218.4367,27.7407,0.3827,0.0,0.0,0.9239,-0.0039,27.0655,18.9663,-18.9663,3.6192,1140.385,1140.385,97.4357,120050.100,-113.1286,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.15,0.0761,0.1297,9.6195,-0.0212,-0.003,-0.0067,0.0254,-0.0208,-0.0347,97216.3395,27.7395,0.3827,0.0,0.0,0.9239,0.0032,27.0632,18.9663,-18.9663,3.6019,1140.9773,1140.9773,97.4274,120050.150,-113.1286,33.8136,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.2,0.0004,-0.0353,9.9131,0.0259,-0.0112,-0.0035,0.0,0.0083,0.0268,97214.2523,27.7383,0.3827,0.0,0.0,0.9239,0.0283,27.0609,18.9663,-18.9663,3.5847,1141.5667,1141.5667,97.4192,120050.200,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.25,0.0408,-0.0547,10.0573,-0.0228,-0.0202,-0.0291,-0.003,-0.0117,-0.0064,97212.1752,27.7372,0.3827,0.0,0.0,0.9239,0.0019,27.0586,18.9663,-18.9663,3.5674,1142.1534,1142.1534,97.4109,120050.250,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.3,0.0804,0.0525,9.8807,-0.0086,0.0378,-0.0121,0.0118,-0.0304,0.0101,97210.1082,27.736,0.3827,0.0,0.0,0.9239,-0.0007,27.0563,18.9663,-18.9663,3.5501,1142.7372,1142.7372,97.4027,120050.300,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.35,-0.045,0.0733,9.8006,0.002,0.0093,-0.008,-0.0201,0.0408,0.0136,97208.0512,27.7349,0.3827,0.0,0.0,0.9239,-0.0099,27.0541,18.9663,-18.9663,3.5328,1143.3181,1143.3181,97.3946,120050.350,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.4,0.0907,-0.0521,9.4774,0.0398,0.0114,-0.0079,-0.0258,-0.02,-0.0249,97206.0044,27.7337,0.3827,0.0,0.0,0.9239,0.0153,27.0518,18.9663,-18.9663,3.5155,1143.8962,1143.8962,97.3865,120050.400,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.45,0.0455,0.0948,9.5033,-0.0085,0.0177,0.003,0.0082,-0.0039,-0.0185,97203.9676,27.7326,0.3827,0.0,0.0,0.9239,-0.0116,27.0495,18.9663,-18.9663,3.4981,1144.4715,1144.4715,97.3784,120050.450,-113.1286,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.5,-0.1482,0.1176,9.8261,-0.0133,0.0154,-0.0132,-0.022,-0.0042,0.0309,97201.9409,27.7314,0.3827,0.0,0.0,0.9239,0.0043,27.0473,18.9663,-18.9663,3.4808,1145.0439,1145.0439,97.3703,120050.500,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.55,0.1731,0.155,9.7529,-0.011,-0.0083,0.0296,-0.022,0.0142,0.0058,97199.9244,27.7303,0.3827,0.0,0.0,0.9239,-0.0047,27.0451,18.9663,-18.9663,3.4634,1145.6134,1145.6134,97.3623,120050.550,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.6,-0.0601,0.2134,9.6408,0.0332,0.0055,0.0098,0.0167,0.0092,-0.0116,97197.918,27.7292,0.3827,0.0,0.0,0.9239,-0.0019,27.0429,18.9663,-18.9663,3.446,1146.1802,1146.1802,97.3543,120050.600,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.65,-0.1986,-0.104,9.8165,-0.0562,-0.0054,-0.0161,0.0105,-0.0165,-0.0025,97195.9217,27.7281,0.3827,0.0,0.0,0.9239,-0.0142,27.0406,18.9663,-18.9663,3.4286,1146.744,1146.744,97.3463,120050.650,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.7,-0.1254,0.0017,9.8239,-0.0201,0.0088,0.0019,-0.0251,-0.0065,0.0217,97193.9356,27.727,0.3827,0.0,0.0,0.9239,0.0134,27.0384,18.9663,-18.9663,3.4112,1147.305,1147.305,97.3384,120050.700,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.75,-0.1225,0.0014,9.9483,0.0546,0.0068,0.0025,-0.0124,-0.0045,0.0187,97191.9596,27.7259,0.3827,0.0,0.0,0.9239,-0.0028,27.0363,18.9663,-18.9663,3.3938,1147.8632,1147.8632,97.3305,120050.750,-113.1285,33.8135,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.8,0.0063,-0.0118,9.8271,0.0118,-0.0077,0.0243,-0.0181,0.015,-0.0293,97189.9938,27.7248,0.3827,0.0,0.0,0.9239,-0.0122,27.0341,18.9663,-18.9663,3.3763,1148.4185,1148.4185,97.3226,120050.800,-113.1285,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.85,-0.0329,-0.0779,9.9909,-0.0221,-0.0266,-0.012,0.0355,-0.0234,0.0327,97188.0382,27.7237,0.3827,0.0,0.0,0.9239,0.0125,27.0319,18.9663,-18.9663,3.3589,1148.9709,1148.9709,97.3148,120050.850,-113.1285,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.9,-0.0404,-0.1783,9.8078,-0.0008,0.0029,0.0153,0.0181,0.0404,0.0193,97186.0927,27.7226,0.3827,0.0,0.0,0.9239,-0.005,27.0297,18.9663,-18.9663,3.3414,1149.5205,1149.5205,97.307,120050.900,-113.1285,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,50.95,0.0744,0.0111,9.7893,0.0013,-0.0041,0.0008,-0.0084,-0.0152,-0.003,97184.1574,27.7215,0.3827,0.0,0.0,0.9239,0.0033,27.0276,18.9663,-18.9663,3.3239,1150.0672,1150.0672,97.2993,120050.950,-113.1285,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.0,0.0408,-0.0922,9.9663,0.0169,-0.0378,0.0298,0.0115,-0.0002,-0.0238,97182.2323,27.7204,0.3827,0.0,0.0,0.9239,0.0084,27.0254,18.9663,-18.9663,3.3064,1150.611,1150.611,97.2915,120051.000,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.05,0.0379,0.0103,9.6599,0.0368,0.0102,0.0258,-0.0271,-0.0232,0.0211,97180.3174,27.7193,0.3827,0.0,0.0,0.9239,0.0047,27.0233,18.9663,-18.9663,3.2889,1151.1519,1151.1519,97.2838,120051.050,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.1,0.0492,-0.0953,10.2288,0.0078,0.0193,0.0039,-0.0135,-0.026,0.0095,97178.4127,27.7183,0.3827,0.0,0.0,0.9239,-0.022,27.0212,18.9663,-18.9663,3.2714,1151.69,1151.69,97.2762,120051.100,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.15,0.0739,-0.132,9.8629,-0.0108,0.0506,-0.0052,0.0021,-0.0175,-0.0292,97176.5182,27.7172,0.3827,0.0,0.0,0.9239,0.007,27.019,18.9663,-18.9663,3.2538,1152.2252,1152.2252,97.2685,120051.150,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.2,-0.253,0.0281,9.8638,0.0157,-0.0078,0.0101,0.009,-0.0194,-0.0046,97174.6339,27.7162,0.3827,0.0,0.0,0.9239,-0.001,27.0169,18.9663,-18.9663,3.2363,1152.7576,1152.7576,97.261,120051.200,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.25,-0.0437,0.0181,9.8854,-0.014,-0.0108,-0.0036,-0.0019,-0.0083,0.0625,97172.7598,27.7151,0.3827,0.0,0.0,0.9239,-0.0033,27.0148,18.9663,-18.9663,3.2187,1153.287,1153.287,97.2534,120051.250,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.3,-0.2616,0.0695,10.0882,-0.0207,-0.0222,0.0336,0.005,-0.0196,0.0003,97170.896,27.7141,0.3827,0.0,0.0,0.9239,-0.0011,27.0127,18.9663,-18.9663,3.2011,1153.8136,1153.8136,97.2459,120051.300,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.35,0.0043,0.2623,9.9255,-0.0352,0.0042,0.0016,0.0016,0.0139,-0.0148,97169.0425,27.713,0.3827,0.0,0.0,0.9239,-0.0161,27.0107,18.9663,-18.9663,3.1835,1154.3372,1154.3372,97.2384,120051.350,-113.1284,33.8134,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.4,-0.0006,0.0333,9.5659,-0.0313,0.004,-0.0081,-0.0033,-0.0157,-0.0202,97167.1992,27.712,0.3827,0.0,0.0,0.9239,0.0019,27.0086,18.9663,-18.9663,3.1659,1154.858,1154.858,97.2309,120051.400,-113.1284,33.8133,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.45,0.1255,0.0582,10.0172,-0.0179,-0.0162,-0.0092,-0.0059,-0.0179,0.0354,97165.3661,27.711,0.3827,0.0,0.0,0.9239,-0.0136,27.0065,18.9663,-18.9663,3.1483,1155.3759,1155.3759,97.2235,120051.450,-113.1284,33.8133,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,51.5,0.1425,-0.1293,9.7555,-0.0236,-0.0035,-0.0243,-0.0085,-0.0079,0.017,97163.5433,27.7099,0.3827,0.0,0.0,0.9239,-0.0029,27.0045,18.9663,-18.9663,3.1306,1155.8909,1155.8909,97.2161,120051.500,-113.1283,33.8133,b'N',b'W',b'\x00',b'A',0.0
